"","Method","Taxa","Factors","R2","Estimate","Std.Error","P.unadj","Significance"
"330","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Phormidesmiales","siteEsteroZacatecas",NA,2.79797133619322,0.562017861555236,6.40993177725605e-07,"***"
"331","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Planctomycetales","Model","Ferrari's R2: 0.172897410949977",NA,NA,NA,NA
"332","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Planctomycetales","season",NA,NA,NA,5.96534638622751e-11,"***"
"333","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Planctomycetales","site",NA,NA,NA,0.0118301291767832,"*"
"334","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Planctomycetales","(Intercept)",NA,-4.26881547371515,0.207617367879912,6.13873129901663e-94,"***"
"335","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Planctomycetales","seasonSeptember",NA,-3.20615903471355,0.48989355345256,5.9653463862275e-11,"***"
"336","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Planctomycetales","siteEsteroZacatecas",NA,-0.856060834820803,0.340088427774811,0.0118301291767832,"*"
"337","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae","Model","Ferrari's R2: 0.538646427205407",NA,NA,NA,NA
"338","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae","season",NA,NA,NA,5.86604902539934e-08,"***"
"339","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae","site",NA,NA,NA,0.0481176900721982,"*"
"340","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae","(Intercept)",NA,-2.27405938547275,0.0954859834635946,2.30020544569321e-125,"***"
"341","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae","seasonSeptember",NA,0.595366726896718,0.109788793268012,5.86604902539932e-08,"***"
"342","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae","siteEsteroZacatecas",NA,-0.212199905521173,0.107370817345305,0.048117690072198,"*"
"343","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae","Model","Ferrari's R2: 0.109044927090253",NA,NA,NA,NA
"344","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae","season",NA,NA,NA,0.271107555549151,"ns"
"345","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae","site",NA,NA,NA,0.134613179245233,"ns"
"346","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae","(Intercept)",NA,-1.83684060224121,0.149569677015291,1.14806431245386e-34,"***"
"347","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae","seasonSeptember",NA,-0.195882501045668,0.177991578547224,0.271107555549151,"ns"
"348","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae","siteEsteroZacatecas",NA,-0.266898266824737,0.178389408840921,0.134613179245233,"ns"
"349","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae","Model","Ferrari's R2: 0.777710169670709",NA,NA,NA,NA
"350","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae","season",NA,NA,NA,9.49554055115357e-15,"***"
"351","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae","site",NA,NA,NA,0.00367963282026375,"**"
"352","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae","(Intercept)",NA,-2.20585973896823,0.142671107495145,6.34530774684046e-54,"***"
"353","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae","seasonSeptember",NA,-1.69996108125959,0.219467750046858,9.49554055115353e-15,"***"
"354","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae","siteEsteroZacatecas",NA,0.522486209018022,0.179895007328961,0.00367963282026375,"**"
"355","glmm_beta formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia|o__Rhodothermales|f__Rhodothermaceae","Model","Ferrari's R2: 0.645250998752617",NA,NA,NA,NA
"356","glmm_beta formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia|o__Rhodothermales|f__Rhodothermaceae","season",NA,NA,NA,2.69512658783769e-09,"***"
"357","glmm_beta formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia|o__Rhodothermales|f__Rhodothermaceae","site",NA,NA,NA,0.114055945909026,"ns"
"358","glmm_beta formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia|o__Rhodothermales|f__Rhodothermaceae","(Intercept)",NA,-3.20631110723474,0.133679951994598,3.98963716987874e-127,"***"
"359","glmm_beta formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia|o__Rhodothermales|f__Rhodothermaceae","seasonSeptember",NA,0.868384625232887,0.145967462657323,2.69512658783767e-09,"***"
"360","glmm_beta formula for season+site","k__Bacteria|p__Rhodothermota|c__Rhodothermia|o__Rhodothermales|f__Rhodothermaceae","siteEsteroZacatecas",NA,0.217058610270792,0.137359533444971,0.114055945909026,"ns"
"361","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae","Model","Ferrari's R2: 0.690726409225409",NA,NA,NA,NA
"362","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae","season",NA,NA,NA,0.827612095088173,"ns"
"363","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae","site",NA,NA,NA,1.52467956064988e-14,"***"
"364","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae","(Intercept)",NA,-3.16452034601484,0.0934018025837303,1.28113781665834e-251,"***"
"365","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae","seasonSeptember",NA,-0.020189791574726,0.0927136003511882,0.827612095088173,"ns"
"366","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae","siteEsteroZacatecas",NA,0.750933506939017,0.0977085464078709,1.52467956064987e-14,"***"
"367","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Euzebyales|f__Euzebyaceae","Model","Ferrari's R2: 0.74033404645539",NA,NA,NA,NA
"368","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Euzebyales|f__Euzebyaceae","season",NA,NA,NA,1.905126965856e-10,"***"
"369","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Euzebyales|f__Euzebyaceae","site",NA,NA,NA,0.00441762672125974,"**"
"370","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Euzebyales|f__Euzebyaceae","(Intercept)",NA,-3.64766426875141,0.277760838024556,2.14763227096043e-39,"***"
"371","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Euzebyales|f__Euzebyaceae","seasonSeptember",NA,1.73151317495947,0.271874316069318,1.905126965856e-10,"***"
"372","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Euzebyales|f__Euzebyaceae","siteEsteroZacatecas",NA,-0.640204555540223,0.22489431869284,0.00441762672125974,"**"
"373","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Nitriliruptorales|f__Nitriliruptoraceae","Model","Ferrari's R2: 0.821156132062553",NA,NA,NA,NA
"374","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Nitriliruptorales|f__Nitriliruptoraceae","season",NA,NA,NA,2.46538751837182e-16,"***"
"375","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Nitriliruptorales|f__Nitriliruptoraceae","site",NA,NA,NA,1.51118601885577e-06,"***"
"376","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Nitriliruptorales|f__Nitriliruptoraceae","(Intercept)",NA,-3.57372461789375,0.167477271927832,4.97999626979784e-101,"***"
"377","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Nitriliruptorales|f__Nitriliruptoraceae","seasonSeptember",NA,1.42390341633245,0.173711120220199,2.46538751837182e-16,"***"
"378","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Nitriliruptorales|f__Nitriliruptoraceae","siteEsteroZacatecas",NA,-0.732191151916415,0.152230580598851,1.51118601885577e-06,"***"
"379","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Nostocaceae","Model","Ferrari's R2: 0.997045161597869",NA,NA,NA,NA
"380","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Nostocaceae","season",NA,NA,NA,0.92123429120544,"ns"
"381","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Nostocaceae","site",NA,NA,NA,1.4839725757336e-16,"***"
"382","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Nostocaceae","(Intercept)",NA,-6.1475670962681,0.530266575565247,4.45355257018978e-31,"***"
"383","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Nostocaceae","seasonSeptember",NA,0.0353489056641785,0.357496358718282,0.92123429120544,"ns"
"384","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Nostocaceae","siteEsteroZacatecas",NA,3.74891486926867,0.453985380716592,1.48397257573362e-16,"***"
"385","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae","Model","Ferrari's R2: 0.09321636804828",NA,NA,NA,NA
"386","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae","season",NA,NA,NA,0.608509697536756,"ns"
"387","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae","site",NA,NA,NA,0.121351824407778,"ns"
"388","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae","(Intercept)",NA,-3.32937586913629,0.219255176865142,4.44996085430912e-52,"***"
"389","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae","seasonSeptember",NA,-0.132396207261361,0.258484401105207,0.608509697536757,"ns"
"390","glmm_beta formula for season+site","k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae","siteEsteroZacatecas",NA,0.405331845445496,0.261652228812853,0.121351824407778,"ns"
"391","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae","Model","Ferrari's R2: 0.74424399053593",NA,NA,NA,NA
"392","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae","season",NA,NA,NA,1.55415135944214e-08,"***"
"393","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae","site",NA,NA,NA,0.000146787441348796,"***"
"394","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae","(Intercept)",NA,-3.49885778227176,0.159795965268068,2.84966785778622e-106,"***"
"395","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae","seasonSeptember",NA,0.924438765727998,0.163459061608484,1.55415135944214e-08,"***"
"396","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae","siteEsteroZacatecas",NA,-0.591349177131731,0.155764031918758,0.000146787441348796,"***"
"397","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Microtrichales|f__Ilumatobacteraceae","Model","Ferrari's R2: 0.0273573519011782",NA,NA,NA,NA
"398","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Microtrichales|f__Ilumatobacteraceae","season",NA,NA,NA,0.657475309184149,"ns"
"399","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Microtrichales|f__Ilumatobacteraceae","site",NA,NA,NA,0.754872937712531,"ns"
"400","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Microtrichales|f__Ilumatobacteraceae","(Intercept)",NA,-3.55432465952067,0.200112029404297,1.39995880093607e-70,"***"
"401","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Microtrichales|f__Ilumatobacteraceae","seasonSeptember",NA,-0.0926313901769394,0.20891083602461,0.657475309184149,"ns"
"402","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Microtrichales|f__Ilumatobacteraceae","siteEsteroZacatecas",NA,0.0651985646995039,0.208822163662941,0.754872937712531,"ns"
"403","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteriaceae","Model","Ferrari's R2: 0.50646464264615",NA,NA,NA,NA
"404","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteriaceae","season",NA,NA,NA,0.000270443141381267,"***"
"405","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteriaceae","site",NA,NA,NA,0.423900314947191,"ns"
"406","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteriaceae","(Intercept)",NA,-4.84222986376885,0.386448022425312,5.11023789126291e-36,"***"
"407","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteriaceae","seasonSeptember",NA,1.27070191080224,0.3488944855227,0.000270443141381267,"***"
"408","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteriaceae","siteEsteroZacatecas",NA,0.252867923098047,0.316214180102604,0.423900314947191,"ns"
"409","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae","Model","Ferrari's R2: 0.687252531685239",NA,NA,NA,NA
"410","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae","season",NA,NA,NA,6.62484788767575e-07,"***"
"411","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae","site",NA,NA,NA,5.35888788534962e-11,"***"
"412","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae","(Intercept)",NA,-4.63391858474274,0.348803886738419,2.82220520183189e-40,"***"
"413","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae","seasonSeptember",NA,1.8030806994083,0.362643287438681,6.62484788767575e-07,"***"
"414","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae","siteEsteroZacatecas",NA,-3.08820765633149,0.470719745195619,5.35888788534964e-11,"***"
"415","glmm_beta formula for season+site","k__Bacteria|p__Myxococcota|c__Polyangiia|o__Polyangiales|f__Sandaracinaceae","Model","Ferrari's R2: 0.141777595184273",NA,NA,NA,NA
"416","glmm_beta formula for season+site","k__Bacteria|p__Myxococcota|c__Polyangiia|o__Polyangiales|f__Sandaracinaceae","season",NA,NA,NA,0.673451350133051,"ns"
"417","glmm_beta formula for season+site","k__Bacteria|p__Myxococcota|c__Polyangiia|o__Polyangiales|f__Sandaracinaceae","site",NA,NA,NA,3.54650864306378e-07,"***"
"418","glmm_beta formula for season+site","k__Bacteria|p__Myxococcota|c__Polyangiia|o__Polyangiales|f__Sandaracinaceae","(Intercept)",NA,-3.45331731059138,0.263342553140583,2.75929727279274e-39,"***"
"419","glmm_beta formula for season+site","k__Bacteria|p__Myxococcota|c__Polyangiia|o__Polyangiales|f__Sandaracinaceae","seasonSeptember",NA,-0.144413249116178,0.342685742727717,0.673451350133051,"ns"
"420","glmm_beta formula for season+site","k__Bacteria|p__Myxococcota|c__Polyangiia|o__Polyangiales|f__Sandaracinaceae","siteEsteroZacatecas",NA,-2.27524006726707,0.44684258589554,3.54650864306378e-07,"***"
"421","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Xenococcaceae","Model","Ferrari's R2: 0.191598000384757",NA,NA,NA,NA
"422","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Xenococcaceae","season",NA,NA,NA,0.2899069699229,"ns"
"423","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Xenococcaceae","site",NA,NA,NA,0.0105993294013352,"*"
"424","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Xenococcaceae","(Intercept)",NA,-4.83643716465654,0.292546794560662,2.15206073730442e-61,"***"
"425","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Xenococcaceae","seasonSeptember",NA,0.27305628476655,0.258007793822862,0.2899069699229,"ns"
"426","glmm_beta formula for season+site","k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Xenococcaceae","siteEsteroZacatecas",NA,0.683293672792238,0.26736714961975,0.0105993294013352,"*"
"427","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Cellvibrionaceae","Model","Ferrari's R2: 0.497849756678676",NA,NA,NA,NA
"428","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Cellvibrionaceae","season",NA,NA,NA,0.504657488149611,"ns"
"429","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Cellvibrionaceae","site",NA,NA,NA,0.00128101164809461,"**"
"430","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Cellvibrionaceae","(Intercept)",NA,-4.28658902117058,0.280216571546729,7.95549003506573e-53,"***"
"431","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Cellvibrionaceae","seasonSeptember",NA,0.207931527018737,0.311657551038026,0.504657488149611,"ns"
"432","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Cellvibrionaceae","siteEsteroZacatecas",NA,-1.09027264102169,0.338572952133932,0.00128101164809461,"**"
"433","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Pirellulales|f__Pirellulaceae","Model","Ferrari's R2: 0.168595125782008",NA,NA,NA,NA
"434","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Pirellulales|f__Pirellulaceae","season",NA,NA,NA,4.23751675264899e-13,"***"
"435","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Pirellulales|f__Pirellulaceae","site",NA,NA,NA,0.0216641354232595,"*"
"436","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Pirellulales|f__Pirellulaceae","(Intercept)",NA,-3.73510331383476,0.147786671002921,6.23137987144172e-141,"***"
"437","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Pirellulales|f__Pirellulaceae","seasonSeptember",NA,-2.62911211142371,0.362748728111044,4.23751675264902e-13,"***"
"438","glmm_beta formula for season+site","k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Pirellulales|f__Pirellulaceae","siteEsteroZacatecas",NA,-0.535595621919249,0.233252479715469,0.0216641354232595,"*"
"439","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__|f__Neomegalonemataceae","Model","Ferrari's R2: 0.565484287530808",NA,NA,NA,NA
"440","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__|f__Neomegalonemataceae","season",NA,NA,NA,2.5442031624509e-05,"***"
"441","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__|f__Neomegalonemataceae","site",NA,NA,NA,1.39550390771241e-07,"***"
"442","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__|f__Neomegalonemataceae","(Intercept)",NA,-5.59359145908133,0.18924143241586,5.18843491567135e-192,"***"
"443","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__|f__Neomegalonemataceae","seasonSeptember",NA,0.709169846622764,0.168415199951205,2.5442031624509e-05,"***"
"444","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__|f__Neomegalonemataceae","siteEsteroZacatecas",NA,0.918813080820715,0.174485593877312,1.39550390771241e-07,"***"
"445","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae","Model","Ferrari's R2: 0.193098248260192",NA,NA,NA,NA
"446","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae","season",NA,NA,NA,0.000536815947466745,"***"
"447","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae","site",NA,NA,NA,0.0572068186843133,"ns"
"448","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae","(Intercept)",NA,-5.39188532339811,0.49357897083366,8.84533908549065e-28,"***"
"449","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae","seasonSeptember",NA,1.53906229159527,0.444599876270411,0.000536815947466745,"***"
"450","glmm_beta formula for season+site","k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae","siteEsteroZacatecas",NA,-0.76012247944316,0.399701098570116,0.0572068186843132,"ns"
"451","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Steroidobacterales|f__Woeseiaceae","Model","Ferrari's R2: 0.79622163342577",NA,NA,NA,NA
"452","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Steroidobacterales|f__Woeseiaceae","season",NA,NA,NA,1.9714006884443e-10,"***"
"453","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Steroidobacterales|f__Woeseiaceae","site",NA,NA,NA,0.0744304686745098,"ns"
"454","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Steroidobacterales|f__Woeseiaceae","(Intercept)",NA,-4.40685460140841,0.159778719280289,1.88154088367604e-167,"***"
"455","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Steroidobacterales|f__Woeseiaceae","seasonSeptember",NA,-1.51210912540371,0.237620282776896,1.97140068844431e-10,"***"
"456","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Steroidobacterales|f__Woeseiaceae","siteEsteroZacatecas",NA,0.345991308846526,0.193945868256108,0.07443046867451,"ns"
"457","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfocapsaceae","Model","Ferrari's R2: 0.700261992298873",NA,NA,NA,NA
"458","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfocapsaceae","season",NA,NA,NA,4.47014765347619e-10,"***"
"459","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfocapsaceae","site",NA,NA,NA,0.280077081033113,"ns"
"460","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfocapsaceae","(Intercept)",NA,-4.15755885649622,0.156315011392959,7.29221882255917e-156,"***"
"461","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfocapsaceae","seasonSeptember",NA,-1.68073014369741,0.269492067302916,4.47014765347622e-10,"***"
"462","glmm_beta formula for season+site","k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfocapsaceae","siteEsteroZacatecas",NA,-0.227891518318379,0.210982104208002,0.280077081033113,"ns"
"463","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Vibrionaceae","Model","Ferrari's R2: 0.0538112120333393",NA,NA,NA,NA
"464","glmm_beta formula for season+site","k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Vibrionaceae","season",NA,NA,NA,0.0403317943133568,"*"
